Student_ID,Reference Number,First Name ,Last Name ,Gender ,Marital Status,Academic Year ,Entry Semester ,Degree Type ,Course/Degree,Level offered,Student Status,current level,Preferred Entry Level,Conditional/ Unconditional ,Conditions,Application Date,Date of Birth,National ID No,Nationality,Mobile Number,Uni_Email Address,Personal Email,Sponsored Students (Yes / No),Name of Company Sponsor,Home Address 1,Home Address 2,Home Address 3,Home Address 4,Student Bursary Details,Bursary Discount %,Disability / Health Issues,Recent Education System,Most Recent Educational Institute,Qualifications,IELTS,Employment History,How did you hear about us ?,Acceptance Letter
10000202,202,Ashley,Jefferson,F,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,13/01/2018,13/08/1995,29776878922,Egypt,+33 1875431,student10000202@sample.edu,vpatrick@gmail.com,No,,44921 Jones Mountains Apt. 344,Buckleychester,Egypt,,,,00 No known disability,Foundation Year,New Christopherburgh College,International Baccalaureate: 35 points,6.5,,Alumni Referral,Received
10000203,203,Jonathan,Wilson,M,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Conditional,Submission of certified academic documents,04/06/2018,21/03/1998,49190192608,Jordan,+11 3689594,student10000203@sample.edu,ygould@gmail.com,No,,87049 Potts Mills,West John,Jordan,,Student Ambassador Bursary,50%,Diabetes,IB,Richardmouth College,Foundation Year: 75%,6.5,,School Visit,Received
10000204,204,Bryan,Cochran,M,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,18/01/2018,25/02/2001,43975360087,Canada,+58 6865064,student10000204@sample.edu,mary80@gmail.com,No,,333 Jones Neck,Ryanhaven,Canada,,,,Depression,Canadian System,North Davidtown College,Canadian High School Diploma: 80% average,,,University Fair,Received
10000205,205,John,Garcia,M,Single,2018/19,2018 September,MA (Hons),Business Management,2,Graduated 2020-21,Graduate,2,Unconditional,,25/08/2018,06/04/1995,41670923441,United Kingdom,+50 2369112,student10000205@sample.edu,heather04@gmail.com,No,,78410 Jones Shoal Suite 100,Collinston,UK,,,,00 No known disability,BTEC,South Jamesside College,BTEC Extended Diploma: D*D*D*,,,Alumni Referral,Received
10000206,206,Cynthia,Clayton,F,Married,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,08/05/2018,02/08/1993,55741232845,India,+19 3308538,student10000206@sample.edu,zcampbell@gmail.com,Yes,Total Energies,1877 Medina Land Suite 884,Port Christopher,India,,,,00 No known disability,Indian ICSE,Webbmouth College,Indian ICSE: 85%,6.5,,Search Engine: Google,Received
10000207,207,Russell,Vasquez,M,Married,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,15/07/2018,30/04/1993,72144354815,United States,+79 1088100,student10000207@sample.edu,gmelendez@gmail.com,No,,78161 Anna Tunnel Apt. 793,Port Tracey,US,,,,00 No known disability,High School Diploma,North Stephanieport College,High School Diploma with GPA 3.5/4.0,,,Search Engine: Google,Received
10000208,208,Lisa,Johnson,F,Single,2018/19,2018 September,MA (Hons),Business Management,2,Graduated 2020-21,Graduate,2,Conditional,Mathematics proficiency test with minimum 60%,06/02/2018,05/08/2000,83656625913,India,+94 9854536,student10000208@sample.edu,markgentry@gmail.com,No,,2347 Sanchez Pike,Bellshire,India,,,,00 No known disability,Indian ICSE,Suarezfort College,Indian CBSE: 80%,6,,Social Media,Received
10000209,209,Jonathan,Phillips,M,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,25/07/2018,17/11/1994,40269853383,Egypt,+54 8669093,student10000209@sample.edu,ericlam@gmail.com,No,,20366 Castillo Meadow,Tyronehaven,Egypt,,,,00 No known disability,Foundation Year,North Kelly College,Foundation Year: 75%,6.5,,LinkedIn,Received
10000210,210,Jason,Campbell,M,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,04/04/2018,11/10/1993,42534581118,United States,+92 3408819,student10000210@sample.edu,littlestephanie@gmail.com,Yes,Google LLC,36731 Edwards Field Apt. 604,Lake Robertmouth,US,,,,00 No known disability,High School Diploma,Shermanburgh College,High School Diploma with GPA 3.5/4.0,,,Instagram,Received
10000211,211,Lisa,Middleton,F,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,27/02/2018,27/10/1994,33263980703,India,+86 2436363,student10000211@sample.edu,christina56@gmail.com,No,,88517 David Isle,North Margaretton,India,,Staff Dependent Bursary,50%,00 No known disability,Indian CBSE,Erinfort College,Indian ICSE: 85%,6.5,,Website,Received
10000212,212,Henry,Adkins,M,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,28/03/2018,27/07/1993,81056290966,Jordan,+65 1341153,student10000212@sample.edu,matthewallen@gmail.com,No,,784 Kimberly Island,Anthonyhaven,Jordan,,,,00 No known disability,IB,Mckinneyfurt College,Foundation Year: 75%,7,,Family/Friends,Received
10000213,213,Richard,Martin,M,Married,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,02/02/2018,29/08/1993,61458172493,United States,+33 1272499,student10000213@sample.edu,aaron24@gmail.com,No,,3054 Harvey Lock Apt. 847,Lake Joel,US,,,,00 No known disability,High School Diploma,South Joshua College,High School Diploma with GPA 3.8/4.0,,,Facebook,Received
10000214,214,Michele,Chang,F,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,01/07/2018,28/12/1999,98721587816,Pakistan,+14 6578736,student10000214@sample.edu,johnsonkristopher@gmail.com,No,,3635 William Camp,Cherylfurt,Pakistan,,,,00 No known disability,Pakistani System,Longmouth College,Pakistani Intermediate: 80%,6,,School Visit,Received
10000215,215,Marie,Hart,F,Married,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,02/04/2018,09/08/1994,77411183547,Jordan,+81 4058117,student10000215@sample.edu,vincentharrington@gmail.com,No,,8295 Osborn Knolls Apt. 330,East Evan,Jordan,,,,00 No known disability,Foundation Year,New Annettehaven College,International Baccalaureate: 35 points,6.5,,Website,Received
10000216,216,Heather,Weaver,F,Single,2018/19,2018 September,MA (Hons),Business Management,1,Dropped out,,1,Unconditional,,22/01/2018,09/11/1998,15160794024,Pakistan,+26 1703065,student10000216@sample.edu,traviswagner@gmail.com,No,,735 Anthony Lock,Monicaville,Pakistan,,,,00 No known disability,Pakistani System,Staceybury College,Pakistani A-Level: AAB,6.5,,Alumni Referral,Received
10000217,217,Kimberly,Green,F,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,11/05/2018,21/08/1993,76756808521,Egypt,+33 1614394,student10000217@sample.edu,morganlopez@gmail.com,No,,74213 Mcdonald Landing Apt. 851,Edwardsshire,Egypt,,,,00 No known disability,Foundation Year,Lake Christina College,Foundation Year: 75%,7,,Search Engine: Google,Received
10000218,218,Cindy,Underwood,F,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,19/07/2018,15/05/1998,17648656315,Philippines,+84 6568772,student10000218@sample.edu,williamscynthia@gmail.com,Yes,Amazon Web Services,455 Sergio Estate,Taylormouth,Philippines,,,,00 No known disability,IB,Kimport College,International Baccalaureate: 35 points,7,,School Visit,Received
10000219,219,Heather,Douglas,F,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,23/05/2018,10/12/2000,73322024428,Jordan,+50 6688090,student10000219@sample.edu,qwhite@gmail.com,No,,68369 John Tunnel,Cathystad,Jordan,,,,00 No known disability,Foundation Year,Donnaland College,International Baccalaureate: 35 points,7,,Family/Friends,Received
10000220,220,Jennifer,Stephens,F,Single,2018/19,2018 September,MA (Hons),Business Management,3,Graduated 2019-20,Graduate,3,Unconditional,,17/02/2018,11/05/1998,82143814999,United States,+35 2385991,student10000220@sample.edu,bowmanmark@gmail.com,No,,145 Daisy Pike,Traciport,US,,,,00 No known disability,High School Diploma,West Danielle College,High School Diploma with GPA 3.8/4.0,,Shell Qatar,Facebook,Received
10000221,221,Alison,Wiley,F,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,30/08/2018,03/09/1996,35006765390,Pakistan,+70 5928582,student10000221@sample.edu,darrellhaynes@gmail.com,No,,91076 Allison Village Apt. 196,Monicachester,Pakistan,,,,00 No known disability,Pakistani System,South Dennis College,Pakistani A-Level: AAB,6.5,,School Visit,Received
10000222,222,Ashley,Morris,F,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,22/02/2018,08/03/1999,71445931834,Pakistan,+78 8149041,student10000222@sample.edu,brewerbrandon@gmail.com,No,,154 Cruz Glens,Scottborough,Pakistan,,Staff Dependent Bursary,50%,00 No known disability,Pakistani System,East Jocelyn College,Pakistani Intermediate: 80%,6.5,,Social Media,Received
10000223,223,Tammy,Walker,F,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,14/07/2018,05/12/1995,61159963500,United States,+79 8297090,student10000223@sample.edu,josephbrown@gmail.com,No,,00354 Cortez Flat,Lake Wesleyville,US,,,,00 No known disability,High School Diploma,West Rebecca College,High School Diploma with GPA 3.5/4.0,,,Social Media,Received
10000224,224,Matthew,Wilkins,M,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,29/06/2018,14/02/1998,58989299908,India,+66 3684131,student10000224@sample.edu,harry87@gmail.com,No,,35218 Holland Cape,Lisaberg,India,,,,00 No known disability,Indian ICSE,Hopkinsville College,Indian CBSE: 80%,6,,Outreach Activity: Open Day,Received
10000225,225,Rebecca,Mitchell,F,Single,2018/19,2018 September,MA (Hons),Business Management,3,Dropped out,,3,Unconditional,,12/06/2018,18/06/1995,40353536165,Bangladesh,+83 7145971,student10000225@sample.edu,kevinlopez@gmail.com,No,,3775 Steven Landing Suite 966,Michaelstad,Bangladesh,,,,00 No known disability,Foundation Year,West Jose College,Foundation Year: 75%,7,,Social Media,Received
10000226,226,Gary,Hughes,M,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,04/02/2018,02/07/1994,61319806303,India,+48 8448065,student10000226@sample.edu,amysparks@gmail.com,No,,139 Butler Springs,East Jill,India,,,,00 No known disability,Indian CBSE,Huangland College,Indian CBSE: 80%,6,,Family/Friends,Received
10000227,227,Sharon,Rivas,F,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,15/05/2018,13/07/1998,47149580508,Bangladesh,+32 2903351,student10000227@sample.edu,kathryn04@gmail.com,No,,8152 Jessica Greens,Port Brandi,Bangladesh,,,,Diabetes,IB,Smithside College,Foundation Year: 75%,6.5,,Email Campaign,Received
10000228,228,Frances,Ball,F,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,28/05/2018,13/10/2001,86938079221,Bangladesh,+16 5391883,student10000228@sample.edu,daniel50@gmail.com,No,,32633 Murphy Mews,Howardland,Bangladesh,,,,00 No known disability,IB,West Nicholasberg College,Foundation Year: 75%,6.5,,Facebook,Received
10000229,229,Patrick,Braun,M,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,16/04/2018,31/01/1994,37879492545,United States,+16 3277144,student10000229@sample.edu,reginald81@gmail.com,No,,253 Perez Motorway,New Ernest,US,,,,00 No known disability,High School Diploma,Aprilside College,High School Diploma with GPA 3.8/4.0,,,Website,Received
10000230,230,Christopher,Davis,M,Single,2018/19,2018 September,MA (Hons),Business Management,2,Graduated 2020-21,Graduate,2,Conditional,Submission of official transcripts within 30 days,04/07/2018,25/05/1996,83293355246,United States,+70 5871470,student10000230@sample.edu,arthurmarquez@gmail.com,No,,126 Lamb Keys Apt. 155,Saraport,US,,,,00 No known disability,High School Diploma,Wheelerberg College,High School Diploma with GPA 3.5/4.0,,,Outreach Activity: Open Day,Received
10000231,231,Brian,Wagner,M,Single,2018/19,2018 September,MA (Hons),Business Management,2,Graduated 2020-21,Graduate,2,Conditional,Mathematics proficiency test with minimum 60%,19/05/2018,18/07/1995,42249860359,Bangladesh,+16 4371891,student10000231@sample.edu,robert99@gmail.com,No,,759 Gonzalez Mountains,North Allenfurt,Bangladesh,,,,00 No known disability,Foundation Year,South Anna College,Foundation Year: 75%,6.5,,Social Media,Received
10000232,232,Jaime,Robinson,F,Single,2018/19,2018 September,MA (Hons),Business Management,1,Dropped out,,1,Unconditional,,03/07/2018,29/10/1993,89688915291,Philippines,+48 8841768,student10000232@sample.edu,salinasjacqueline@gmail.com,No,,0263 Black Avenue Suite 438,Salinasbury,Philippines,,,,00 No known disability,Foundation Year,Williamsfurt College,Foundation Year: 75%,7,,School Visit,Received
10000233,233,Juan,Bennett,M,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,04/08/2018,08/08/1998,18960227273,Canada,+40 7680015,student10000233@sample.edu,owright@gmail.com,No,,658 Cobb Street Apt. 866,South Susan,Canada,,,,00 No known disability,Canadian System,Johnmouth College,Canadian High School Diploma: 80% average,,,Education Agent,Received
10000234,234,Jill,Johnson,F,Single,2018/19,2018 September,MA (Hons),Business Management,3,Graduated 2019-20,Graduate,3,Unconditional,,01/07/2018,16/07/1997,90845627108,United States,+10 3102634,student10000234@sample.edu,schaefervalerie@gmail.com,No,,6077 Laura Station,Lake Raymondberg,US,,,,00 No known disability,High School Diploma,North Christopherbury College,High School Diploma with GPA 3.5/4.0,,,LinkedIn,Received
10000235,235,Ashley,Norton,F,Single,2018/19,2018 September,MA (Hons),Business Management,3,Graduated 2019-20,Graduate,3,Unconditional,,08/06/2018,11/07/2001,59466684592,Pakistan,+17 4052834,student10000235@sample.edu,davisrobert@gmail.com,No,,75073 Thomas Locks,Goldenhaven,Pakistan,,,,00 No known disability,Pakistani System,South Kathleenmouth College,Pakistani A-Level: AAB,6,,Outreach Activity: Open Day,Received
10000236,236,Marisa,Herrera,F,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,31/05/2018,06/12/1995,18023907846,Bangladesh,+16 9692311,student10000236@sample.edu,daniellopez@gmail.com,No,,707 Arnold Village Apt. 914,West Stacy,Bangladesh,,Student Ambassador Bursary,50%,00 No known disability,IB,South Kristina College,Foundation Year: 75%,6.5,,University Fair,Received
10000237,237,Eric,Harvey,M,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,26/07/2018,20/03/1994,43111329404,Bangladesh,+45 9705660,student10000237@sample.edu,mperry@gmail.com,No,,7203 Lance Circles,Toddberg,Bangladesh,,,,00 No known disability,IB,Leonborough College,International Baccalaureate: 35 points,6.5,,Education Agent,Received
10000238,238,Cynthia,Matthews,F,Married,2018/19,2018 September,MA (Hons),Business Management,2,Graduated 2020-21,Graduate,2,Unconditional,,10/04/2018,30/01/1993,87121942977,Pakistan,+36 3100009,student10000238@sample.edu,nathanielryan@gmail.com,Yes,General Electric,85930 Greer Ville Apt. 149,South Jonathantown,Pakistan,,,,00 No known disability,Pakistani System,West Juanland College,Pakistani Intermediate: 80%,6,,LinkedIn,Received
10000239,239,Johnny,Marsh,M,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Conditional,IELTS score of 6.0 or above,30/03/2018,19/10/1995,88033697001,Canada,+75 3586950,student10000239@sample.edu,catherinewhitehead@gmail.com,No,,45590 Richard Prairie,East Sheilafurt,Canada,,,,00 No known disability,Canadian System,Grantton College,Canadian High School Diploma: 85% average,,,School Visit,Received
10000240,240,Curtis,Thompson,M,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,21/02/2018,21/02/2001,18711797819,Jordan,+6 5440189,student10000240@sample.edu,grosswendy@gmail.com,No,,29864 Monica Estate,New Richardfort,Jordan,,,,00 No known disability,IB,Lake Alexanderchester College,Foundation Year: 75%,6.5,,LinkedIn,Received
10000241,241,Cody,Lopez,M,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,01/02/2018,28/03/1995,85708092955,United Kingdom,+38 6068298,student10000241@sample.edu,thompsonwilliam@gmail.com,No,,194 Daniel Vista,Hernandezside,UK,,,,00 No known disability,A-Level,Sarahland College,"A-Level: AAB in Biology, Chemistry, Mathematics",,,University Fair,Received
10000242,242,Amanda,Murphy,F,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,22/05/2018,02/03/1994,17252540065,United Kingdom,+21 8375356,student10000242@sample.edu,benitezstephen@gmail.com,No,,94768 Andrews Crest Suite 306,Lake Markshire,UK,,,,00 No known disability,BTEC,Nguyenhaven College,"A-Level: AAB in Biology, Chemistry, Mathematics",,,Facebook,Received
10000243,243,Johnny,Elliott,M,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Conditional,Completion of foundation year requirements,13/01/2018,11/07/1997,53566725285,United States,+92 6357240,student10000243@sample.edu,allenkenneth@gmail.com,No,,670 James Isle Suite 683,Port Theresaborough,US,,,,00 No known disability,High School Diploma,New Carlchester College,High School Diploma with GPA 3.8/4.0,,,Alumni Referral,Received
10000244,244,Terri,Vaughn,F,Married,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Conditional,Submission of official transcripts within 30 days,11/06/2018,11/08/1998,80310934766,Jordan,+72 2781470,student10000244@sample.edu,ggreene@gmail.com,No,,9200 Fletcher Freeway,Port Frankville,Jordan,,,,00 No known disability,IB,Brownland College,Foundation Year: 75%,6.5,,Search Engine: Google,Received
10000245,245,Chad,Morales,M,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,05/08/2018,09/07/1996,28244672686,United States,+13 1849015,student10000245@sample.edu,lfields@gmail.com,No,,1585 Kristin Landing,Christopherton,US,,,,00 No known disability,High School Diploma,Richardton College,High School Diploma with GPA 3.5/4.0,,,Facebook,Received
10000246,246,Stacy,Cox,F,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,14/05/2018,27/05/1995,37112904128,United Kingdom,+98 3673322,student10000246@sample.edu,stacey23@gmail.com,No,,315 Anthony Bypass Apt. 555,Christineside,UK,,,,00 No known disability,BTEC,New Jacobborough College,"A-Level: AAB in Biology, Chemistry, Mathematics",,,Search Engine: Google,Received
10000247,247,Shannon,Graves,F,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,25/07/2018,01/08/2000,75749680712,Canada,+3 2510773,student10000247@sample.edu,jerryjones@gmail.com,No,,32429 Randall Stravenue Apt. 180,West Kimborough,Canada,,,,00 No known disability,Canadian System,Garciaberg College,Canadian High School Diploma: 85% average,,,Education Agent,Received
10000248,248,Jessica,Brooks,F,Single,2018/19,2018 September,MA (Hons),Business Management,2,Graduated 2020-21,Graduate,2,Unconditional,,21/08/2018,31/01/1993,88233449574,Canada,+46 1816348,student10000248@sample.edu,martinezbrenda@gmail.com,No,,44780 Michael Burg,Adamland,Canada,,,,00 No known disability,Canadian System,West Kevin College,Canadian High School Diploma: 85% average,,,Search Engine: Google,Received
10000249,249,Rebecca,Mccarty,F,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,23/05/2018,21/04/1996,66296271299,United States,+18 5437118,student10000249@sample.edu,kathleen40@gmail.com,No,,0466 Ellis Estates,Doughertystad,US,,,,00 No known disability,High School Diploma,Virginiahaven College,High School Diploma with GPA 3.8/4.0,,,Website,Received
10000250,250,Lori,Houston,F,Single,2018/19,2018 September,MA (Hons),Business Management,1,Dropped out,,1,Unconditional,,27/06/2018,02/11/2000,87529131925,United Kingdom,+72 4265774,student10000250@sample.edu,kevinrandall@gmail.com,No,,54258 Johnson Drive Apt. 675,Lake Courtneyborough,UK,,,,00 No known disability,A-Level,Lindachester College,"A-Level: AAB in Biology, Chemistry, Mathematics",,,Alumni Referral,Received
10000251,251,Keith,Duarte,M,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,02/08/2018,07/04/2001,46721356603,Egypt,+80 2993318,student10000251@sample.edu,umcdonald@gmail.com,No,,5132 Brenda Crescent Suite 789,North Melindamouth,Egypt,,,,00 No known disability,Foundation Year,Rosalesland College,Foundation Year: 75%,6.5,,Family/Friends,Received
10000252,252,Kathryn,Mccoy,F,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,31/01/2018,05/10/2001,57187893707,Pakistan,+72 7133857,student10000252@sample.edu,emmagraham@gmail.com,Yes,Nestle International,889 Samantha Field,Port James,Pakistan,,,,00 No known disability,Pakistani System,New Nathanhaven College,Pakistani Intermediate: 80%,6.5,,Education Agent,Received
10000253,253,Krista,Banks,F,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,28/05/2018,16/03/1998,14489543732,Philippines,+18 6587495,student10000253@sample.edu,thomasmiller@gmail.com,Yes,Shell International,75280 Price Key Apt. 442,Alexandriaborough,Philippines,,,,00 No known disability,Foundation Year,Taylorside College,International Baccalaureate: 35 points,7,,Email Campaign,Received
10000254,254,Nicole,Ward,F,Married,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,24/01/2018,31/10/2000,82555448140,Canada,+18 6502353,student10000254@sample.edu,rkim@gmail.com,No,,52905 Antonio Locks Apt. 484,West Alexanderstad,Canada,,,,00 No known disability,Canadian System,Lambton College,Canadian High School Diploma: 80% average,,,School Visit,Received
10000255,255,Johnny,Ayala,M,Married,2018/19,2018 September,MA (Hons),Business Management,2,Graduated 2020-21,Graduate,2,Unconditional,,22/04/2018,23/08/1998,52273653396,Jordan,+76 6643410,student10000255@sample.edu,brandon50@gmail.com,No,,8919 Diane Course,Debramouth,Jordan,,,,00 No known disability,IB,South Brianna College,Foundation Year: 75%,6.5,,University Fair,Received
10000256,256,Caroline,Davis,F,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,25/04/2018,06/06/1997,75712100125,Canada,+3 7180018,student10000256@sample.edu,kmcgee@gmail.com,No,,2293 Carroll Groves,Troychester,Canada,,,,00 No known disability,Canadian System,New Markberg College,Canadian High School Diploma: 80% average,,,Website,Received
10000257,257,Susan,Dominguez,F,Married,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Conditional,English Language Proficiency Test with minimum B grade,02/04/2018,31/03/2000,98854470890,Pakistan,+4 8962302,student10000257@sample.edu,melissawiggins@gmail.com,No,,03790 David Points Apt. 729,Sullivanstad,Pakistan,,,,00 No known disability,Pakistani System,Ponceberg College,Pakistani A-Level: AAB,6.5,,LinkedIn,Received
10000258,258,John,Hurst,M,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,02/02/2018,19/02/1997,79451820467,Philippines,+81 7378535,student10000258@sample.edu,shaunjohnson@gmail.com,No,,884 Andrea Inlet Apt. 365,Aguirreshire,Philippines,,,,00 No known disability,Foundation Year,Port Terriview College,International Baccalaureate: 35 points,6.5,,School Visit,Received
10000259,259,Matthew,Smith,M,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Conditional,Submission of certified academic documents,11/06/2018,19/05/2001,25893616293,Philippines,+25 1317716,student10000259@sample.edu,qlittle@gmail.com,No,,5860 Jonathan Rapid Apt. 447,North Nathan,Philippines,,,,00 No known disability,Foundation Year,Lake Stanleychester College,Foundation Year: 75%,6.5,,Outreach Activity: Open Day,Received
10000260,260,Matthew,Lopez,M,Married,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,20/04/2018,31/07/1995,66710282950,United Kingdom,+65 8912226,student10000260@sample.edu,roy99@gmail.com,No,,816 Baker Motorway,Joelport,UK,,,,00 No known disability,BTEC,Robertborough College,BTEC Extended Diploma: D*D*D*,,,Social Media,Received
10000261,261,Daniel,Smith,M,Married,2018/19,2018 September,MA (Hons),Business Management,2,Graduated 2020-21,Graduate,2,Unconditional,,04/02/2018,19/02/1998,55358663301,India,+85 9025733,student10000261@sample.edu,jamesreynolds@gmail.com,No,,41764 Brett Crescent,North Jessica,India,,,,00 No known disability,Indian ICSE,Jenniferhaven College,Indian CBSE: 80%,6,,Family/Friends,Received
10000262,262,Justin,Smith,M,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,22/04/2018,23/02/1998,55239436261,Jordan,+70 6943949,student10000262@sample.edu,ingramjustin@gmail.com,No,,8493 Jamie Prairie,Lake Chasestad,Jordan,,,,Hearing impairment,Foundation Year,South Heatherton College,Foundation Year: 75%,6.5,,LinkedIn,Received
10000263,263,Robin,Robinson,F,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,04/07/2018,20/11/1997,45418530000,Egypt,+72 6007984,student10000263@sample.edu,alexis33@gmail.com,Yes,Unilever International,5455 Lindsay Ford,North Williamton,Egypt,,,,00 No known disability,Foundation Year,North Linda College,International Baccalaureate: 35 points,7,,Email Campaign,Received
10000264,264,Diana,Bryant,F,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Conditional,Completion of foundation year requirements,28/01/2018,26/10/2000,55049925208,Egypt,+62 6851946,student10000264@sample.edu,james70@gmail.com,No,,14171 Kathryn Spurs Apt. 223,East Michaelside,Egypt,,,,Mobility Issues (Wheelchair),Foundation Year,South Jonathanhaven College,Foundation Year: 75%,7,,Alumni Referral,Received
10000265,265,Crystal,Reyes,F,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,23/06/2018,18/06/2001,85920514462,Egypt,+49 7619156,student10000265@sample.edu,esosa@gmail.com,No,,02447 Jennifer Hollow Suite 398,Kristinestad,Egypt,,,,00 No known disability,Foundation Year,West Thomas College,International Baccalaureate: 35 points,6.5,,Education Agent,Received
10000266,266,Sandra,Phillips,F,Single,2018/19,2018 September,MA (Hons),Business Management,1,Dropped out,,1,Unconditional,,19/01/2018,12/11/1995,57584069091,Bangladesh,+57 5302415,student10000266@sample.edu,pfernandez@gmail.com,No,,88878 Tucker Spurs Suite 986,Hughesfurt,Bangladesh,,,,00 No known disability,IB,Carlsonmouth College,International Baccalaureate: 35 points,7,,Facebook,Received
10000267,267,Daniel,Stone,M,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,24/08/2018,21/09/2000,28346474523,Philippines,+14 5014486,student10000267@sample.edu,aaronmcmillan@gmail.com,No,,16491 Jenny Plaza Apt. 008,Sherryshire,Philippines,,Staff Dependent Bursary,50%,Asthma,Foundation Year,Port Jessica College,International Baccalaureate: 35 points,7,,LinkedIn,Received
10000268,268,Roger,Gray,M,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,01/07/2018,28/01/1996,23110349476,Canada,+53 6541407,student10000268@sample.edu,gary43@gmail.com,No,,2932 White Forge,Hicksborough,Canada,,,,00 No known disability,Canadian System,North Brenda College,Canadian High School Diploma: 80% average,,,LinkedIn,Received
